year	name	display	link
2024	20212025WellesleyResults	2021 &mdash; 2025 Wellesley Results	https://arbiterlive.com/Teams/Schedule/5772790
2024	20212025WeymouthResults	2021 &mdash; 2025 Weymouth Results	https://arbiterlive.com/Teams/Schedule/5772798
2023	20212025BraintreeResults	2021 &mdash; 2025 Braintree Results	https://arbiterlive.com/Teams/Schedule/5771787
2023	20212025BrooklineResults	2021 &mdash; 2025 Brookline Results	https://arbiterlive.com/Teams/Schedule/5771793
2023	20212025FraminghamResults	2021 &mdash; 2025 Framingham Results	https://arbiterlive.com/Teams/Schedule/5772345
2023	2023FraminghamVsNatick	2023 Framingham vs. Natick (Natick's Assistant Coach Christian)
2023	20212025MiltonResults	2021 &mdash; 2025 Milton Results	https://arbiterlive.com/Teams/Schedule/7515258
2023	20212025NatickResults	2021 &mdash; 2025 Natick Results	https://arbiterlive.com/Teams/Schedule/5772352
2023	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2023	20212025NewtonNorthResults	2021 &mdash; 2025 Newton North Results	https://arbiterlive.com/Teams/Schedule/5772786
2023	20212025WalpoleResults	2021 &mdash; 2025 Walpole Results	https://arbiterlive.com/Teams/Schedule/5772787
2023	20212025WellesleyResults	2021 &mdash; 2025 Wellesley Results	https://arbiterlive.com/Teams/Schedule/5772790
2023	20212025WeymouthResults	2021 &mdash; 2025 Weymouth Results	https://arbiterlive.com/Teams/Schedule/5772798
2022	20212025BraintreeResults	2021 &mdash; 2025 Braintree Results	https://arbiterlive.com/Teams/Schedule/5771787
2022	20212025BrooklineResults	2021 &mdash; 2025 Brookline Results	https://arbiterlive.com/Teams/Schedule/5771793
2022	20212025FraminghamResults	2021 &mdash; 2025 Framingham Results	https://arbiterlive.com/Teams/Schedule/5772345
2022	20212025MiltonResults	2021 &mdash; 2025 Milton Results	https://arbiterlive.com/Teams/Schedule/7515258
2022	2022NatickResults	2022 Natick Results	https://natickhigh.bigteams.com/main/teamschedule/id/3558081/seasonid/4726847
2022	20212025NatickResults	2021 &mdash; 2025 Natick Results	https://arbiterlive.com/Teams/Schedule/5772352
2022	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2022	20212025NewtonNorthResults	2021 &mdash; 2025 Newton North Results	https://arbiterlive.com/Teams/Schedule/5772786
2022	20212025WalpoleResults	2021 &mdash; 2025 Walpole Results	https://arbiterlive.com/Teams/Schedule/5772787
2022	20212025WellesleyResults	2021 &mdash; 2025 Wellesley Results	https://arbiterlive.com/Teams/Schedule/5772790
2022	20162023WellesleyDualMeetWinStreak	2016 &mdash; 2023 Wellesley Dual Meet Win Streak	https://www.bostonglobe.com/2023/09/13/sports/massachusetts-high-school-swimming-scores/
2022	20212025WeymouthResults	2021 &mdash; 2025 Weymouth Results	https://arbiterlive.com/Teams/Schedule/5772798
2021	20212025BraintreeResults	2021 &mdash; 2025 Braintree Results	https://arbiterlive.com/Teams/Schedule/5771787
2021	2021BraintreeVsFramingham	2021 Braintree vs. Framingham	https://framinghamsource.com/index.php/2021/09/26/flyers-defeat-braintree-92-88/
2021	2021BraintreeVsNatick	2021 Braintree vs. Natick	https://natickhigh.bigteams.com/main/teamarticle/id/3558081/articleid/54276149
2021	20212025BrooklineResults	2021 &mdash; 2025 Brookline Results	https://arbiterlive.com/Teams/Schedule/5771793
2021	20212025FraminghamResults	2021 &mdash; 2025 Framingham Results	https://arbiterlive.com/Teams/Schedule/5772345
2021	20212025MiltonResults	2021 &mdash; 2025 Milton Results	https://arbiterlive.com/Teams/Schedule/7515258
2021	2021NatickResults	2021 Natick Results	https://natickhigh.bigteams.com/main/teamschedule/id/3558081/seasonid/4658551
2021	20212025NatickResults	2021 &mdash; 2025 Natick Results	https://arbiterlive.com/Teams/Schedule/5772352
2021	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2021	20212025NewtonNorthResults	2021 &mdash; 2025 Newton North Results	https://arbiterlive.com/Teams/Schedule/5772786
2021	20212025WalpoleResults	2021 &mdash; 2025 Walpole Results	https://arbiterlive.com/Teams/Schedule/5772787
2021	20212025WellesleyResults	2021 &mdash; 2025 Wellesley Results	https://arbiterlive.com/Teams/Schedule/5772790
2021	20162023WellesleyDualMeetWinStreak	2016 &mdash; 2023 Wellesley Dual Meet Win Streak	https://www.bostonglobe.com/2023/09/13/sports/massachusetts-high-school-swimming-scores/
2021	20212025WeymouthResults	2021 &mdash; 2025 Weymouth Results	https://arbiterlive.com/Teams/Schedule/5772798
2019	2019BraintreeResults	2019 Braintree Results	https://braintreesports.bigteams.com/main/teamschedule/id/3625620/seasonid/4453660
2019	2019BraintreeVsNewtonNorth	2019 Braintree vs. Newton North	https://newtontigers.bigteams.com/main/teamschedule/id/3658461/seasonid/4442282
2019	2019NatickResults	2019 Natick Results	https://natickhigh.bigteams.com/main/teamschedule/id/3558081/seasonid/4497392
2019	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2019	20162023WellesleyDualMeetWinStreak	2016 &mdash; 2023 Wellesley Dual Meet Win Streak	https://www.bostonglobe.com/2023/09/13/sports/massachusetts-high-school-swimming-scores/
2018	2018BraintreeResults	2018 Braintree Results	https://braintreesports.bigteams.com/main/teamschedule/id/3625620/seasonid/4358638
2018	2018BraintreeVsWalpoleWalpoleVsWeymouth	2018 Braintree vs. Walpole, Walpole vs. Weymouth	https://www.wickedlocal.com/story/times-advocate/2018/10/23/walpole-swim-team-gets-its/9484566007/
2018	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2018	2018NewtonNorthVsWalpole	2018 Newton North vs. Walpole	https://www.wickedlocal.com/story/newton-tab/2018/09/24/newton-north-girls-swimmers-make/10162081007/
2018	2018NewtonNorthVsWalpole2	2018 Newton North vs. Walpole	https://walpolehigh.bigteams.com/main/teamschedule/id/3567605/seasonid/4342399
2018	20162023WellesleyDualMeetWinStreak	2016 &mdash; 2023 Wellesley Dual Meet Win Streak	https://www.bostonglobe.com/2023/09/13/sports/massachusetts-high-school-swimming-scores/
2017	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2017	2017NewtonNorthResults	2017 Newton North Results	https://newtontigers.bigteams.com/main/teamschedule/id/3658461/seasonid/4240676
2017	2017NorwoodVsWalpole	2017 Norwood vs. Walpole	https://www.wickedlocal.com/story/transcript-bulletin/2017/11/01/norwood-swimmers-making-good-time/64782953007/
2017	2017NorwoodVsWeymouth	2017 Norwood vs. Weymouth	https://www.wickedlocal.com/story/transcript-bulletin/2017/09/13/norwood-high-roundup-swimmers-start/18823821007/
2017	2017WalpoleResults	2017 Walpole Results	https://walpolehigh.bigteams.com/main/teamschedule/id/3567605/seasonid/4238993
2017	2017WellesleyVsNewtonNorth	2017 Wellesley vs. Newton North	https://wellesleyathletics.org/main/teamschedule/id/3671419/seasonid/4261914
2017	20162023WellesleyDualMeetWinStreak	2016 &mdash; 2023 Wellesley Dual Meet Win Streak	https://www.bostonglobe.com/2023/09/13/sports/massachusetts-high-school-swimming-scores/
2016	2016BraintreeResults	2016 Braintree Results	https://braintreesports.bigteams.com/main/teamschedule/id/3625620/seasonid/4116216
2016	2016DedhamVsNorwood	2016 Dedham vs. Norwood	https://www.wickedlocal.com/story/transcript-bulletin/2016/10/26/norwood-high-roundup-swim-xc/64900584007/
2016	2016DedhamVsWalpole	2016 Dedham vs. Walpole	https://www.wickedlocal.com/story/times-advocate/2016/10/05/walpole-swimmers-winning-numbers-pool/25256368007/
2016	2016DedhamVsWalpoleDedhamVsWellesley	2016 Dedham vs. Walpole, Dedham vs. Wellesley	https://www.wickedlocal.com/story/transcript-bulletin/2016/10/13/dedham-swim-team-shows-improvement/64811960007/
2016	2016FraminghamVsWellesley	2016 Framingham vs. Wellesley	https://www.wickedlocal.com/story/bulletin-tab/2016/01/20/wellesley-swims-by-rival-flyers/32728495007/
2016	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2016	2016NewtonNorthResults	2016 Newton North Results	https://newtontigers.bigteams.com/main/teamschedule/id/3658461/seasonid/4099975
2016	2016BrooklineVsNewtonNorth	2016 Brookline vs. Newton North	https://www.wickedlocal.com/story/newton-tab/2016/10/11/progress-report-good-for-newton/25224928007/
2016	2016NewtonNorthVsWalpole	2016 Newton North vs. Walpole	https://walpolehigh.bigteams.com/main/teamschedule/id/3567605/seasonid/4113629
2016	2016NewtonNorthVsWellesley	2016 Newton North vs. Wellesley	https://wellesleyathletics.org/main/teamschedule/id/3671419/seasonid/4112787
2016	2016NorwoodVsWeymouth	2016 Norwood vs. Weymouth	https://www.wickedlocal.com/story/transcript-bulletin/2016/10/05/norwood-high-roundup-swimmers-down/25256662007/
2015	2015BraintreeVsNorwoodFraminghamVsNorwood	2015 Braintree vs. Norwood, Framingham vs. Norwood	https://www.wickedlocal.com/story/transcript-bulletin/2015/10/22/norwood-swimmers-aiming-to-improve/64831628007/
2015	2015BrooklineVsFramingham	2015 Brookline vs. Framingham	https://www.wickedlocal.com/story/brookline-tab/2015/10/27/brookline-girls-swimming-falls-in/33203322007/
2015	2015DedhamVsFramingham	2015 Dedham vs. Framingham	https://www.wickedlocal.com/story/transcript-bulletin/2015/09/16/dedham-high-roundup-numbers-up/33539231007/
2015	2015FraminghamVsNatick	2015 Framingham vs. Natick	https://www.wickedlocal.com/story/bulletin-tab/2015/10/28/springboard-to-success/33195735007/
2015	2015FraminghamVsNewtonNorthFraminghamVsWalpoleFraminghamVsWellesley	2015 Framingham vs. Newton North, Framingham vs. Walpole, Framingham vs. Wellesley	https://patch.com/massachusetts/framingham/foleys-flyers-talented-framingham-high-girls-swim-dive-team-0
2015	2015FraminghamVsWalpole	2015 Framingham vs. Walpole	https://patch.com/massachusetts/framingham/slideshow-framingham-splashes-seventh-win-season-0
2015	2015NatickVsNewtonNorthNorwoodVsWellesley	2015 Natick vs. Newton North, Norwood vs. Wellesley	https://www.wickedlocal.com/story/transcript-bulletin/2015/09/16/dedham-high-roundup-numbers-up/33539231007/
2015	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2015	2015NewtonNorthVsWalpole	2015 Newton North vs. Walpole	https://www.wickedlocal.com/story/newton-tab/2015/10/08/newton-north-94-walpole-86/33311999007/
2014	2014BraintreeVsBrooklineBrooklineVsFramingham	2014 Braintree vs. Brookline, Brookline vs. Framingham	https://www.wickedlocal.com/story/wellesley-townsman/2014/10/10/wellesley-high-girls-swim-team/36211801007/
2014	2014BraintreeVsFramingham	2014 Braintree vs. Framingham	https://www.wickedlocal.com/story/bulletin-tab/2014/10/17/framingham-95-braintree-83-flyers/36142120007/
2014	2014BraintreeVsWeymouth	2014 Braintree vs. Weymouth	https://www.wickedlocal.com/story/archive/2014/09/24/school-roundup-braintree-swim-team/63571839007/
2014	2014BrooklineVsDedhamBrooklineVsNeedham	2014 Brookline vs. Dedham, Brookline vs. Needham	https://www.wickedlocal.com/story/brookline-tab/2014/10/23/swimmers-gearing-up-for-postseason/36098760007/
2014	2014BrooklineVsNewtonNorthBrooklineVsWeymouth	2014 Brookline vs. Newton North, Brookline vs. Weymouth	https://www.wickedlocal.com/story/brookline-tab/2014/09/25/brookline-high-sports-roundup-soccer/36325574007/
2014	2014BrooklineVsWalpole	2014 Brookline vs. Walpole	https://www.wickedlocal.com/story/times-advocate/2014/09/17/swimming-tops-brookline-in-opener/36390215007/
2014	2014BrooklineVsWellesley	2014 Brookline vs. Wellesley	https://www.wickedlocal.com/story/brookline-tab/2014/09/24/swim-squad-falls-to-wellesley/36330345007/
2014	2014BrooklineVsWellesley2	2014 Brookline vs. Wellesley	https://www.wickedlocal.com/story/brookline-tab/2014/09/25/brookline-high-sports-roundup-soccer/36325574007/
2014	2014DedhamVsNorwoodNorwoodVsWalpole	2014 Dedham vs. Norwood, Norwood vs. Walpole	https://www.wickedlocal.com/story/transcript-bulletin/2014/10/23/norwood-high-roundup-swimmers-leave/36107748007/
2014	2014FraminghamVsNeedhamFraminghamVsWellesley	2014 Framingham vs. Needham, Framingham vs. Wellesley	https://www.wickedlocal.com/story/bulletin-tab/2014/09/24/framingham-97-wellesley-84-flyers/36327716007/
2014	2014FraminghamVsNewtonNorthNeedhamVsNewtonNorthNewtonNorthVsWeymouth	2014 Framingham vs. Newton North, Needham vs. Newton North, Newton North vs. Weymouth	https://www.wickedlocal.com/story/newton-tab/2014/10/21/newton-north-swimmers-divers-rule/36108750007/
2014	2014FraminghamVsWellesley	2014 Framingham vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2014/09/25/raider-roundup-girls-swim-team/36314599007/
2014	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2014	2014NewtonNorthUndefeated	2014 Newton North Undefeated	https://www.wickedlocal.com/story/newton-tab/2015/09/29/newton-north-girls-swimmers-amp/33426339007/
2014	2014NewtonNorthVsNorwood	2014 Newton North vs. Norwood	https://www.wickedlocal.com/story/newton-tab/2014/10/26/newton-north-girls-swimming-diving/36074500007/
2014	2014NewtonNorthVsWellesley	2014 Newton North vs. Wellesley	https://www.wickedlocal.com/story/newton-tab/2014/09/16/newton-north-girls-swim-team/36399738007/
2014	2014WellesleyResults	2014 Wellesley Results	https://www.wickedlocal.com/story/wellesley-townsman/2014/10/10/wellesley-high-girls-swim-team/36211801007/
2013	2013BraintreeVsWalpoleNatickVsWalpole	2013 Braintree vs. Walpole, Natick vs. Walpole	https://www.wickedlocal.com/story/times-advocate/2013/10/30/swimmers-drop-finale-to-natick/40406223007/
2013	2013BrooklineVsNewtonNorthNewtonNorth7-0Record	2013 Brookline vs. Newton North, Newton North's 7-0 Record	https://www.wickedlocal.com/story/newton-tab/2013/10/15/newton-north-swimmers-dive-toward/37313403007/
2013	2013BrooklineVsNorwood	2013 Brookline vs. Norwood	https://www.wickedlocal.com/story/transcript-bulletin/2013/09/12/swimmers-start-with-victory-over/38833780007/
2013	2013BrooklineVsWellesleyFraminghamVsWellesley	2013 Brookline vs. Wellesley, Framingham vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2013/10/03/wellesley-high-sports-roundup-new/39979877007/
2013	2013DedhamVsNewtonNorthNewtonNorth8-0Record	2013 Dedham vs. Newton North, Newton North 8-0 Record	https://www.wickedlocal.com/story/newton-tab/2013/10/17/newton-north-99-dedham-75/37254555007/
2013	2013FraminghamVsNewtonNorth	2013 Framingham vs. Newton North	https://www.wickedlocal.com/story/newton-tab/2014/10/21/newton-north-swimmers-divers-rule/36108750007/
2013	2013FraminghamVsNewtonNorthNewtonNorth6-0Record	2013 Framingham vs. Newton North, Newton North's 6-0 Record	https://www.wickedlocal.com/story/newton-tab/2013/10/08/newton-north-swimmers-perfect-in/37281358007/
2013	2013FraminghamVsNorwood	2013 Framingham vs. Norwood	https://www.wickedlocal.com/story/transcript-bulletin/2013/10/17/framingham-sends-swimmers-to-500/38800982007/
2013	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2013	2013NorwoodVsWalpole	2013 Norwood vs. Walpole	https://www.wickedlocal.com/story/transcript-bulletin/2013/10/23/swimmers-edged-by-walpole/38808767007/
2013	2013NorwoodVsWeymouth	2013 Norwood vs. Weymouth	https://www.wickedlocal.com/story/transcript-bulletin/2013/10/10/swimmers-sweep-up-weymouth/38822457007/
2012	2012BrooklineVsNorwoodNorwoodVsWeymouth	2012 Brookline vs. Norwood, Norwood vs. Weymouth	https://www.wickedlocal.com/story/transcript-bulletin/2012/10/11/swimmers-sink-weymouth-brookline/38801035007/
2012	2012FraminghamVsWellesley	2012 Framingham vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2012/10/04/girls-swimming-wellesley-falls-to/64731425007/
2012	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2011	2011BraintreeVsBrookline	2011 Braintree vs. Brookline	https://www.wickedlocal.com/story/braintree-forum/2011/10/26/braintree-swimming-wamps-sink-brookline/39527400007/
2011	2011BraintreeVsNorwood	2011 Braintree vs. Norwood	https://www.wickedlocal.com/story/braintree-forum/2011/10/19/braintree-swimming-shea-qualifies-for/39506611007/
2011	2011BraintreeVsWeymouth	2011 Braintree vs. Weymouth	https://www.wickedlocal.com/story/braintree-forum/2011/10/12/braintree-swim-wamps-sink-weymouth/39480899007/
2011	2011DedhamVsNewtonNorth	2011 Dedham vs. Newton North	https://www.wickedlocal.com/story/newton-tab/2011/10/19/newton-north-96-dedham-80/37272601007/
2011	2011FraminghamVsWeymouth	2011 Framingham vs. Weymouth	https://www.metrowestdailynews.com/story/news/2011/09/21/framingham-88-weymouth-79-water/37904466007/
2011	2011NewtonNorthVsWellesleyNorwoodVsWellesleyWellesleyVsWeymouth	2011 Newton North vs. Wellesley, Norwood vs. Wellesley, Wellesley vs. Weymouth	https://www.wickedlocal.com/story/wellesley-townsman/2011/09/28/wellesley-high-sports-roundup-swimmers/39909577007/
2011	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2011	2011NewtonNorthVsWalpole	2011 Newton North vs. Walpole	https://www.wickedlocal.com/story/times-advocate/2011/10/05/choppier-waters-ahead-for-unbeaten/39936951007/
2010	2010FraminghamVsNatick	2010 Framingham vs. Natick	https://www.wickedlocal.com/story/bulletin-tab/2010/10/30/schools-framingham-swimming-tops-natick/39654499007/
2010	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2009	2009BraintreeVsBrooklineBrooklineVsWeymouth	2009 Braintree vs. Brookline, Brookline vs. Weymouth	https://www.wickedlocal.com/story/brookline-tab/2009/10/22/brookline-swimmers-sink-wildcats-wamps/40595619007/
2009	2009BraintreeVsNewtonNorthNatickVsNewtonNorth	2009 Braintree vs. Newton North, Natick vs. Newton North	https://www.wickedlocal.com/story/newton-tab/2009/09/30/newton-north-tiger-girls-swim/37262485007/
2009	2009BraintreeVsWeymouth	2009 Braintree vs. Weymouth	https://www.wickedlocal.com/story/braintree-forum/2009/10/07/braintree-girls-in-swim-beat/39615630007/
2009	2009BrooklineVsNewtonNorth	2009 Brookline vs. Newton North	https://www.wickedlocal.com/story/newton-tab/2009/10/14/newton-north-100-brookline-81/37272058007/
2009	2009BrooklineVsWellesleyFraminghamVsNeedham	2009 Brookline vs. Wellesley, Framingham vs. Needham	https://www.wickedlocal.com/story/bulletin-tab/2009/09/30/schools-framingham-swimmers-fall/38910516007/
2009	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2009	2009NewtonNorthVsNorwood	2009 Newton North vs. Norwood	https://www.wickedlocal.com/story/newton-tab/2009/09/14/newton-north-tiger-girls-take/37301432007/
2008	2008BraintreeVsDedham	2008 Braintree vs. Dedham	https://www.wickedlocal.com/story/braintree-forum/2008/10/30/swimmers-finish-on-top/39737340007/
2008	2008BrooklineVsDedham2	2008 Brookline vs. Dedham	https://www.wickedlocal.com/story/brookline-tab/2008/10/30/brookline-high-swimmers-swamp-dedham/40771227007/
2008	2008BrooklineVsNatickBrooklineVsNatick	2008 Brookline vs. Natick, Brookline vs. Needham	https://www.wickedlocal.com/story/brookline-tab/2008/09/19/brookline-swimmer-adds-another-record/40738661007/
2008	2008BrooklineVsNewtonNorth	2008 Brookline vs. Newton North	https://www.wickedlocal.com/story/brookline-tab/2008/10/15/tigers-swim-past-brookline-98/40657451007/
2008	2008BrooklineVsWalpole	2008 Brookline vs. Walpole	https://www.wickedlocal.com/story/brookline-tab/2008/11/13/swim-squad-finishes-third-at/40726559007/
2008	2008BrooklineVsWellesleyFraminghamVsWellesley	2008 Brookline vs. Wellesley, Framingham vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2008/10/09/framingham-edges-swimmers/40730946007/
2008	2008BrooklineVsWellesleyNorwoodVsWellesley	2008 Brookline vs. Wellesley, Norwood vs. Wellseley	https://www.wickedlocal.com/story/wellesley-townsman/2008/10/02/swimmers-drop-first-meet-fall/40569806007/
2008	20032009FraminghamDualMeetWinStreak	2003 &mdash; 2009 Framingham Dual Meet Win Streak	https://www.wickedlocal.com/story/bulletin-tab/2009/09/30/schools-framingham-swimmers-fall/38910516007/
2008	2008NatickVsWellesleyWellesleyVsWeymouth	2008 Natick vs. Wellesley, Wellesley vs. Weymouth	https://www.wickedlocal.com/story/wellesley-townsman/2008/09/18/swimmers-in-fast-lane-with/40555396007/
2008	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2008	2008NewtonNorthVsWellesley	2008 Newton North vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2008/09/25/raider-swimmers-making-splash/40627713007/
2008	2008NorwoodVsWalpole	2008 Norwood vs. Walpole	https://www.wickedlocal.com/story/times-advocate/2008/11/06/rebel-swimmers-beat-norwood-for/40726897007/
2008	2008NorwoodVsWellesley	2008 Norwood vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2008/11/13/wellesley-swimmers-4th-in-bay/40561167007/
2007	20052007BriantreeDualMeetLossStreak	2005 &mdash; 2007 Braintree Dual Meet Loss Streak	https://www.wickedlocal.com/story/braintree-forum/2008/10/30/swimmers-finish-on-top/39737340007/
2007	2007BrooklineVsWellesleyDedhamVsWellesleyFraminghamVsWellesleyNorwoodVsWellesley	2007 Brookline vs. Wellesley, Dedham vs. Wellesley, Framingham vs. Wellesley, Norwood vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2007/10/18/two-wins-for-swim-team/40556211007/
2007	20032009FraminghamDualMeetWinStreak	2003 &mdash; 2009 Framingham Dual Meet Win Streak	https://www.wickedlocal.com/story/bulletin-tab/2009/09/30/schools-framingham-swimmers-fall/38910516007/
2007	2007FraminghamVsWalpoleNeedhamVsWalpole	2007 Framingham vs. Walpole, Needam vs. Walpole	https://www.wickedlocal.com/story/times-advocate/2007/10/26/dive-talking-excites-walpole-high/40700560007/
2007	2007NatickVsWellesleyWalpoleVsWellesley	2007 Natick vs. Wellesley, Walpole vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2007/09/20/swimmers-feel-good-despite-losses/40569804007/
2007	NeedhamPastSeasonsResults	Needham Past Seasons Results	https://needhamswive.com/high-school/girls/past-seasons/meet-results/
2007	2007NewtonNorthVsWellesleyWellesleyVsWeymouth	2007 Newton North vs. Wellesley, Wellesley vs. Weymouth	https://www.wickedlocal.com/story/wellesley-townsman/2007/10/04/swimmers-rebound/40582953007/
2007	2007NorwoodVsWalpole	2007 Norwood vs. Walpole	https://www.wickedlocal.com/story/times-advocate/2008/11/06/rebel-swimmers-beat-norwood-for/40726897007/
2006	20052007BriantreeDualMeetLossStreak	2005 &mdash; 2007 Braintree Dual Meet Loss Streak	https://www.wickedlocal.com/story/braintree-forum/2008/10/30/swimmers-finish-on-top/39737340007/
2006	20032009FraminghamDualMeetWinStreak	2003 &mdash; 2009 Framingham Dual Meet Win Streak	https://www.wickedlocal.com/story/bulletin-tab/2009/09/30/schools-framingham-swimmers-fall/38910516007/
2006	2006NatickVsWellesleyWalpoleVsWellesley	2006 Natick vs. Wellesley, Walpole vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2007/09/20/swimmers-feel-good-despite-losses/40569804007/
2006	2006NorwoodVsWellesley	2006 Norwood vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2007/10/18/two-wins-for-swim-team/40556211007/
2006	2006NorwoodVsWellesley2	2006 Norwood vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2008/09/25/raider-swimmers-making-splash/40627713007/
2006	2006WalpoleVsWellesley	2006 Walpole vs. Wellesley	https://www.wickedlocal.com/story/wellesley-townsman/2007/09/13/swimmers-start-over/40731501007/
2005	20052007BriantreeDualMeetLossStreak	2005 &mdash; 2007 Braintree Dual Meet Loss Streak	https://www.wickedlocal.com/story/braintree-forum/2008/10/30/swimmers-finish-on-top/39737340007/
2005	20032009FraminghamDualMeetWinStreak	2003 &mdash; 2009 Framingham Dual Meet Win Streak	https://www.wickedlocal.com/story/bulletin-tab/2009/09/30/schools-framingham-swimmers-fall/38910516007/
2004	20032009FraminghamDualMeetWinStreak	2003 &mdash; 2009 Framingham Dual Meet Win Streak	https://www.wickedlocal.com/story/bulletin-tab/2009/09/30/schools-framingham-swimmers-fall/38910516007/
2003	19962003NeedhamDualMeetWinStreak	1996 &mdash; 2003 Needham Dual Meet Win Streak (Needham Head Coach Rachel Waldstien)
2002	19962003NeedhamDualMeetWinStreak	1996 &mdash; 2003 Needham Dual Meet Win Streak (Needham Head Coach Rachel Waldstien)
2001	19962003NeedhamDualMeetWinStreak	1996 &mdash; 2003 Needham Dual Meet Win Streak (Needham Head Coach Rachel Waldstien)
