year	division	place	school	score
2023	Division 2 State Championships	22	Lowell Catholic	23
2023	Division 2 State Championships	23	Lynnfield	20
2023	Division 2 State Championships	24	Gardner	19
2023	Division 2 State Championships	25	Foxborough	17
2023	Division 2 State Championships	25	Easthampton	17
2023	Division 2 State Championships	27	Marthas Vineyard	15
2023	Division 2 State Championships	28	Ludlow	13
2023	Division 2 State Championships	28	Northampton	13
2023	Division 2 State Championships	30	Adv. Math and Science Academy	12
2023	Division 2 State Championships	30	Tgd Coop	12
2023	Division 2 State Championships	32	Bedford	11
2023	Division 2 State Championships	33	Ashland	10
2023	Division 2 State Championships	33	Pembroke	10
2023	Division 2 State Championships	35	Tantasqua	7
2023	Division 2 State Championships	36	Grafton	3
2023	Division 2 State Championships	37	Dedham	2
2023	Division 2 State Championships	38	Canton	1
2023	Division 2 State Championships	38	Apponequet	1
2022	Division 1 State Championships	1	Saint John's Prep	266
2022	Division 1 State Championships	2	Westford Academy	197
2022	Division 1 State Championships	3	Bishop Feehan	169
2022	Division 1 State Championships	3	Lincoln-Sudbury	169
2022	Division 1 State Championships	5	Concord-Carlisle	158
2022	Division 1 State Championships	6	Newton South	143
2022	Division 1 State Championships	7	Needham	135
2022	Division 1 State Championships	8	Chelmsford	127
2022	Division 1 State Championships	9	Andover	108
2022	Division 1 State Championships	10	Brookline	92
2022	Division 1 State Championships	11	Belmont	87
2022	Division 1 State Championships	12	Boston College High	78
2022	Division 1 State Championships	12	Haverhill	78
2022	Division 1 State Championships	14	Acton-Boxborough	75
2022	Division 1 State Championships	15	Lexington	64
2022	Division 1 State Championships	16	Framingham	59
2022	Division 1 State Championships	17	Watertown	41
2022	Division 1 State Championships	18	North Andover	25
2022	Division 1 State Championships	19	Silver Lake	23
2022	Division 1 State Championships	20	Saint John's	22
2022	Division 1 State Championships	21	Waltham	20
2022	Division 1 State Championships	22	Milford	18
2022	Division 1 State Championships	23	Boston Latin School	17
2022	Division 1 State Championships	24	Beverly	16
2022	Division 1 State Championships	25	Quincy	15
2022	Division 1 State Championships	25	Xaverian Brothers	15
2022	Division 1 State Championships	27	Attleboro	14
2022	Division 1 State Championships	28	Masconomet	10
2022	Division 1 State Championships	29	Peabody Vet. Mem	9
2022	Division 1 State Championships	29	Westfield	9
2022	Division 1 State Championships	29	Reading	9
2022	Division 1 State Championships	32	Central Catholic	7
2022	Division 1 State Championships	33	Newton North	6
2022	Division 1 State Championships	33	Hingham	6
2022	Division 1 State Championships	35	Malden Catholic	4
2022	Division 1 State Championships	35	Sharon	4
2022	Division 1 State Championships	35	Wellesley	4
2022	Division 1 State Championships	35	Bishop Stang	4
2022	Division 1 State Championships	35	Taunton	4
2022	Division 1 State Championships	40	Hopkinton	2
2022	Division 1 State Championships	41	Austin Prep	1
2022	Division 2 State Championships	1	Weston	328.5
2022	Division 2 State Championships	2	Wayland	229
2022	Division 2 State Championships	3	Mystic Valley Reg. Charter	167
2022	Division 2 State Championships	4	Belchertown	163
2022	Division 2 State Championships	5	Longmeadow	154
2022	Division 2 State Championships	6	Duxbury	152
2022	Division 2 State Championships	7	Nantucket	104.5
2022	Division 2 State Championships	8	Holliston	100
2022	Division 2 State Championships	9	Marblehead	86
2022	Division 2 State Championships	10	Westwood	84
2022	Division 2 State Championships	11	Triton	71
2022	Division 2 State Championships	12	East Longmeadow	66
2022	Division 2 State Championships	13	Cohasset	57
2022	Division 2 State Championships	14	Amherst-Pelham	55
2022	Division 2 State Championships	15	Dover-Sherborn	51
2022	Division 2 State Championships	16	Old Rochester	49
2022	Division 2 State Championships	17	Scituate	48
2022	Division 2 State Championships	18	Sandwich	40
2022	Division 2 State Championships	19	Medfield	33
2022	Division 2 State Championships	20	Norwell	28
2022	Division 2 State Championships	21	Swampscott	26
2022	Division 2 State Championships	22	Ludlow	25
2022	Division 2 State Championships	23	Nauset	24
2022	Division 2 State Championships	24	Melrose	22
2022	Division 2 State Championships	24	Seekonk	22
2022	Division 2 State Championships	26	Hamilton-Wenham	19
2022	Division 2 State Championships	27	Hanover	18
2022	Division 2 State Championships	28	Lowell Catholic	16
2022	Division 2 State Championships	29	Easthampton	14
2022	Division 2 State Championships	30	Northampton	10
2022	Division 2 State Championships	30	Monument Mountain	10
2022	Division 2 State Championships	32	Foxborough	9
2022	Division 2 State Championships	33	Canton	7
2022	Division 2 State Championships	33	Lynnfield	7
2022	Division 2 State Championships	35	Bromfield School	6
2022	Division 2 State Championships	36	Bedford	5
2022	Division 2 State Championships	36	Apponequet	5
2022	Division 2 State Championships	36	Pembroke	5
2022	Division 2 State Championships	39	North Reading	4
2022	Division 2 State Championships	40	Ashland	2
2022	Division 2 State Championships	40	Marthas Vineyard	2
2019	Division 1 State Championships	1	Saint John's Prep	240
2019	Division 1 State Championships	2	Chelmsford	169.5
2019	Division 1 State Championships	3	Natick	147
2019	Division 1 State Championships	4	Westford Academy	133
2019	Division 1 State Championships	5	Needham	130
2019	Division 1 State Championships	6	Westfield	109
2019	Division 1 State Championships	7	Minnechaug	108
2019	Division 1 State Championships	8	Lincoln-Sudbury	104
2019	Division 1 State Championships	9	Newton South	95
2019	Division 1 State Championships	10	Acton-Boxborough	86
2019	Division 1 State Championships	11	Lynnfield	77
2019	Division 1 State Championships	12	Malden	74
2019	Division 1 State Championships	13	King Philip	72
2019	Division 1 State Championships	14	Nashoba	67
2019	Division 1 State Championships	15	Concord-Carlisle	64
2019	Division 1 State Championships	16	Andover	56
2019	Division 1 State Championships	17	Newton North	49
2019	Division 1 State Championships	18	Reading	45
2019	Division 1 State Championships	19	Wellesley	42.5
2019	Division 1 State Championships	20	West Springfield	40
2019	Division 1 State Championships	21	Framingham	36
2019	Division 1 State Championships	22	Central Catholic	35
2019	Division 1 State Championships	23	Winchester	34
2019	Division 1 State Championships	24	Algonquin	33
2019	Division 1 State Championships	25	Boston College High	32
2019	Division 1 State Championships	26	Oliver Ames	30
2019	Division 1 State Championships	27	Bromfield School	28
2019	Division 1 State Championships	28	Agawam	27
2019	Division 1 State Championships	29	Attleboro	24
2019	Division 1 State Championships	30	Haverhill	18
2019	Division 1 State Championships	31	Lexington	15
2019	Division 1 State Championships	32	Tantasqua	14
2019	Division 1 State Championships	33	Xaverian Brothers	13
2019	Division 1 State Championships	34	Bridgewater-Raynham	11
2019	Division 1 State Championships	35	Cambridge Rindge & Latin	10
2019	Division 1 State Championships	36	Revere	9
2019	Division 1 State Championships	37	Brookline	8
2019	Division 1 State Championships	38	Grafton	7
2019	Division 1 State Championships	38	Triton	7
2019	Division 1 State Championships	40	Taunton	6
2019	Division 1 State Championships	40	Palmer	6
2019	Division 1 State Championships	42	Boston Latin School	5
2019	Division 1 State Championships	43	Gardner	4
2019	Division 1 State Championships	44	New Bedford	2
2019	Division 1 State Championships	45	Watertown	1
2019	Division 1 State Championships	45	Monument Mountain	1
2019	Division 1 State Championships	45	Gloucester	1
2019	Division 2 State Championships	1	Wayland	368.5
2019	Division 2 State Championships	2	Nantucket	220
2019	Division 2 State Championships	3	Weston	186
2019	Division 2 State Championships	4	Belchertown	162
2019	Division 2 State Championships	5	Longmeadow	154
2019	Division 2 State Championships	6	Ashland	144
2019	Division 2 State Championships	7	Bishop Feehan	141
2019	Division 2 State Championships	8	Mystic Valley Reg. Charter	139
2019	Division 2 State Championships	9	East Longmeadow	100.5
2019	Division 2 State Championships	10	Seekonk	82.5
2019	Division 2 State Championships	11	Bishop Stang	81
2019	Division 2 State Championships	12	Catholic Memorial	66
2019	Division 2 State Championships	13	Old Rochester	63
2019	Division 2 State Championships	14	Duxbury	44
2019	Division 2 State Championships	15	Norwell	40
2019	Division 2 State Championships	16	Northampton	39
2019	Division 2 State Championships	17	Westborough	38
2019	Division 2 State Championships	18	Ludlow	31
2019	Division 2 State Championships	19	Cohasset	30
2019	Division 2 State Championships	20	Marblehead	29
2019	Division 2 State Championships	21	Adv. Math and Science Academy	25.5
2019	Division 2 State Championships	22	Manchester Essex	24
2019	Division 2 State Championships	23	Hopkinton	22
2019	Division 2 State Championships	24	Milford	18
2019	Division 2 State Championships	24	Pittsfield	18
2019	Division 2 State Championships	26	Dover-Sherborn	17
2019	Division 2 State Championships	27	Sharon	10
2019	Division 2 State Championships	28	Hamilton-Wenham	9
2019	Division 2 State Championships	29	Belmont	8
2019	Division 2 State Championships	30	Danvers	6
2019	Division 2 State Championships	31	Swampscott	5
2019	Division 2 State Championships	32	Scituate	2
2019	Division 2 State Championships	33	Blue Hills Tech	1
2019	Division 2 State Championships	33	South Hadley	1
2018	Division 1 State Championships	1	Saint John's Prep	271
2018	Division 1 State Championships	2	Lincoln-Sudbury	155
2018	Division 1 State Championships	3	Needham	139
2018	Division 1 State Championships	4	Natick	138.5
2018	Division 1 State Championships	5	Reading	134
2018	Division 1 State Championships	6	Westford Academy	129.5
2018	Division 1 State Championships	7	Brookline	126
2018	Division 1 State Championships	8	Andover	122
2018	Division 1 State Championships	9	Chelmsford	121
2018	Division 1 State Championships	10	Wellesley	105.5
2018	Division 1 State Championships	11	Acton-Boxborough	82
2018	Division 1 State Championships	12	Concord-Carlisle	80
2018	Division 1 State Championships	13	Malden	76.5
2018	Division 1 State Championships	14	Newton South	74
2018	Division 1 State Championships	15	Bromfield School	65
2018	Division 1 State Championships	16	Framingham	57
2018	Division 1 State Championships	17	Westfield	55.5
2018	Division 1 State Championships	18	Minnechaug	52
2018	Division 1 State Championships	19	King Philip	43
2018	Division 1 State Championships	19	North Attleborough	43
2018	Division 1 State Championships	21	Boston College High	40
2018	Division 1 State Championships	22	West Springfield	34
2018	Division 1 State Championships	23	Newton North	32.5
2018	Division 1 State Championships	24	Boston Latin School	17
2018	Division 1 State Championships	25	Lynnfield	16.5
2018	Division 1 State Championships	26	Saint John's	16
2018	Division 1 State Championships	27	Lexington	13
2018	Division 1 State Championships	27	Chicopee Comprehensive	13
2018	Division 1 State Championships	29	Haverhill	12
2018	Division 1 State Championships	29	Central Catholic	12
2018	Division 1 State Championships	31	Tgd Coop	9
2018	Division 1 State Championships	32	Agawam	8
2018	Division 1 State Championships	33	Algonquin	5.5
2018	Division 1 State Championships	34	Waltham	5
2018	Division 1 State Championships	35	Xaverian Brothers	4
2018	Division 1 State Championships	35	Holliston	4
2018	Division 1 State Championships	35	Wachusett	4
2018	Division 1 State Championships	38	Tantasqua	3
2018	Division 1 State Championships	38	Nashoba	3
2018	Division 1 State Championships	40	Bridgewater-Raynham	2
2018	Division 1 State Championships	40	Northbridge	2
2018	Division 2 State Championships	1	Wayland	341.5
2018	Division 2 State Championships	2	Longmeadow	220
2018	Division 2 State Championships	3	Westborough	196
2018	Division 2 State Championships	4	Weston	155.5
2018	Division 2 State Championships	5	Northampton	145
2018	Division 2 State Championships	6	Nantucket	139
2018	Division 2 State Championships	6	Ashland	139
2018	Division 2 State Championships	8	Belchertown	138
2018	Division 2 State Championships	9	Old Rochester	87
2018	Division 2 State Championships	10	Nauset	86
2018	Division 2 State Championships	11	Bishop Feehan	68
2018	Division 2 State Championships	11	Catholic Memorial	68
2018	Division 2 State Championships	13	Belmont	60.5
2018	Division 2 State Championships	14	Scituate	48
2018	Division 2 State Championships	14	Mystic Valley Reg. Charter	48
2018	Division 2 State Championships	16	Manchester Essex	46
2018	Division 2 State Championships	17	Duxbury	45
2018	Division 2 State Championships	18	East Longmeadow	38
2018	Division 2 State Championships	19	Bishop Stang	37
2018	Division 2 State Championships	20	Cohasset	32
2018	Division 2 State Championships	20	Amherst-Pelham	32
2018	Division 2 State Championships	22	Hopkinton	26
2018	Division 2 State Championships	23	Hamilton-Wenham	22.5
2018	Division 2 State Championships	24	Seekonk	17
2018	Division 2 State Championships	25	Dover-Sherborn	16
2018	Division 2 State Championships	26	Milford	14
2018	Division 2 State Championships	27	Austin Prep	11
2018	Division 2 State Championships	28	Dighton-Rehoboth	10
2018	Division 2 State Championships	29	Middleboro	8
2018	Division 2 State Championships	30	Hanover	7
2018	Division 2 State Championships	31	Bishop Fenwick	5
2018	Division 2 State Championships	31	Norton	5
2018	Division 2 State Championships	31	Marblehead	5
2018	Division 2 State Championships	34	Medfield	4
2018	Division 2 State Championships	35	Danvers	2
2018	Division 2 State Championships	35	South Hadley	2
2018	Division 2 State Championships	37	Norwell	1
2017	Division 1 State Championships	1	Saint John's Prep	263
2017	Division 1 State Championships	2	Chelmsford	204.5
2017	Division 1 State Championships	3	Acton-Boxborough	202
2017	Division 1 State Championships	4	Westford Academy	180
2017	Division 1 State Championships	5	Andover	177
2017	Division 1 State Championships	6	Needham	129
2017	Division 1 State Championships	7	Monument Mountain	118
2017	Division 1 State Championships	8	Wellesley	116
2017	Division 1 State Championships	9	Newton South	91.5
2017	Division 1 State Championships	10	Malden	75
2017	Division 1 State Championships	10	Central Catholic	75
2017	Division 1 State Championships	12	Lincoln-Sudbury	73
2017	Division 1 State Championships	13	Agawam	65
2017	Division 1 State Championships	14	Westfield	57
2017	Division 1 State Championships	15	Brookline	56
2017	Division 1 State Championships	16	Minnechaug	48
2017	Division 1 State Championships	17	Boston College High	44
2017	Division 1 State Championships	18	Framingham	39
2017	Division 1 State Championships	19	Bridgewater-Raynham	31
2017	Division 1 State Championships	20	Holliston	30
2017	Division 1 State Championships	21	Doherty	29
2017	Division 1 State Championships	22	Lynnfield	26
2017	Division 1 State Championships	23	King Philip	25
2017	Division 1 State Championships	24	Newton North	24
2017	Division 1 State Championships	25	North Attleborough	23
2017	Division 1 State Championships	26	Tgd Coop	15
2017	Division 1 State Championships	27	Durfee	14
2017	Division 1 State Championships	28	Masconomet	12
2017	Division 1 State Championships	28	Chicopee Comprehensive	12
2017	Division 1 State Championships	28	Haverhill	12
2017	Division 1 State Championships	31	Mansfield	10
2017	Division 1 State Championships	32	North Andover	9
2017	Division 1 State Championships	33	Franklin	8
2017	Division 1 State Championships	34	Taunton	7
2017	Division 1 State Championships	34	New Bedford	7
2017	Division 1 State Championships	36	Attleboro	6
2017	Division 1 State Championships	37	Nashoba	5
2017	Division 1 State Championships	38	Saint John's	3
2017	Division 1 State Championships	39	Natick	2
2017	Division 1 State Championships	39	Xaverian Brothers	2
2017	Division 2 State Championships	1	Wayland	283
2017	Division 2 State Championships	2	Westborough	202
2017	Division 2 State Championships	3	Weston	186
2017	Division 2 State Championships	4	Longmeadow	168
2017	Division 2 State Championships	5	Belchertown	133
2017	Division 2 State Championships	6	Northampton	113
2017	Division 2 State Championships	6	Canton	113
2017	Division 2 State Championships	8	Mystic Valley Reg. Charter	112.5
2017	Division 2 State Championships	9	Bishop Feehan	92
2017	Division 2 State Championships	10	Duxbury	90
2017	Division 2 State Championships	11	Catholic Memorial	69
2017	Division 2 State Championships	12	Hamilton Wenham	55
2017	Division 2 State Championships	13	Norton	50
2017	Division 2 State Championships	14	Concord-Carlisle	49
2017	Division 2 State Championships	15	Apponequet	45
2017	Division 2 State Championships	15	Amherst-Pelham	45
2017	Division 2 State Championships	17	Ashland	40.5
2017	Division 2 State Championships	18	Milford	39
2017	Division 2 State Championships	19	Seekonk	37.5
2017	Division 2 State Championships	20	Westwood	37
2017	Division 2 State Championships	21	Monson	36
2017	Division 2 State Championships	21	Hanover	36
2017	Division 2 State Championships	23	Nantucket	35.5
2017	Division 2 State Championships	24	Old Rochester	33
2017	Division 2 State Championships	25	Manchester Essex	30
2017	Division 2 State Championships	26	Scituate	27
2017	Division 2 State Championships	27	Cohasset	19
2017	Division 2 State Championships	28	Bishop Stang	18
2017	Division 2 State Championships	29	South Hadley	17.5
2017	Division 2 State Championships	30	Bromfield School	15
2017	Division 2 State Championships	31	Belmont	14
2017	Division 2 State Championships	31	Sandwich	14
2017	Division 2 State Championships	33	East Longmeadow	12
2017	Division 2 State Championships	34	Nauset	11
2017	Division 2 State Championships	35	Bedford	7
2017	Division 2 State Championships	35	Ipswich	7
2017	Division 2 State Championships	35	Dover-Sherborn	7
2017	Division 2 State Championships	38	Marian	5
2017	Division 2 State Championships	38	Hingham	5
2017	Division 2 State Championships	40	Melrose	4.5
2017	Division 2 State Championships	41	Greater Lowell Tech	4
2017	Division 2 State Championships	41	Middleboro	4
2017	Division 2 State Championships	43	Chicopee	3
2017	Division 2 State Championships	44	Pembroke	1
2016	Division 1 State Championships	1	Saint John's Prep	287
2016	Division 1 State Championships	2	Westford Academy	266
2016	Division 1 State Championships	3	Acton-Boxborough	250
2016	Division 1 State Championships	4	Andover	202
2016	Division 1 State Championships	5	Central Catholic	147
2016	Division 1 State Championships	6	Chelmsford	94
2016	Division 1 State Championships	7	Malden	92
2016	Division 1 State Championships	8	Framingham	91
2016	Division 1 State Championships	9	Wellesley	90
2016	Division 1 State Championships	10	Attleboro	81
2016	Division 1 State Championships	10	Reading	81
2016	Division 1 State Championships	12	Minnechaug	77
2016	Division 1 State Championships	13	Masconomet	63
2016	Division 1 State Championships	14	Needham	50
2016	Division 1 State Championships	15	Newton South	48.5
2016	Division 1 State Championships	16	Bridgewater-Raynham	44
2016	Division 1 State Championships	17	Brookline	41
2016	Division 1 State Championships	18	Lexington	33
2016	Division 1 State Championships	19	Monument Mountain	30
2016	Division 1 State Championships	20	King Philip	28
2016	Division 1 State Championships	21	Lincoln-Sudbury	25
2016	Division 1 State Championships	22	Barnstable	24
2016	Division 1 State Championships	23	Boston College High	21
2016	Division 1 State Championships	24	Westfield	19
2016	Division 1 State Championships	25	Haverhill	18
2016	Division 1 State Championships	26	West Springfield	17
2016	Division 1 State Championships	27	Oliver Ames	16
2016	Division 1 State Championships	27	Cambridge Rindge & Latin	16
2016	Division 1 State Championships	29	North Attleborough	14
2016	Division 1 State Championships	30	Franklin	12
2016	Division 1 State Championships	31	Algonquin	11.5
2016	Division 1 State Championships	32	Tgd Coop	11
2016	Division 1 State Championships	33	North Andover	8
2016	Division 1 State Championships	34	Saint John's	7
2016	Division 1 State Championships	35	New Bedford	6
2016	Division 1 State Championships	36	Waltham	4
2016	Division 2 State Championships	1	Weston	215
2016	Division 2 State Championships	2	Wayland	206
2016	Division 2 State Championships	3	Norwell	202
2016	Division 2 State Championships	4	Belchertown	174
2016	Division 2 State Championships	5	Northampton	148
2016	Division 2 State Championships	6	Mystic Valley Reg. Charter	143.5
2016	Division 2 State Championships	7	Duxbury	134.5
2016	Division 2 State Championships	8	Ashland	111
2016	Division 2 State Championships	9	Westborough	105
2016	Division 2 State Championships	10	Longmeadow	92
2016	Division 2 State Championships	11	Canton	75
2016	Division 2 State Championships	12	Bishop Feehan	64.5
2016	Division 2 State Championships	13	Nauset	61
2016	Division 2 State Championships	14	Hanover	50
2016	Division 2 State Championships	14	Norton	50
2016	Division 2 State Championships	16	Melrose	43
2016	Division 2 State Championships	17	Apponequet	38.5
2016	Division 2 State Championships	18	Scituate	34
2016	Division 2 State Championships	18	Bromfield School	34
2016	Division 2 State Championships	20	Renaissance School	32
2016	Division 2 State Championships	21	Milford	30
2016	Division 2 State Championships	21	Monson	30
2016	Division 2 State Championships	23	Manchester Essex	29
2016	Division 2 State Championships	24	Cohasset	27
2016	Division 2 State Championships	25	Concord-Carlisle	22
2016	Division 2 State Championships	26	Sharon	18
2016	Division 2 State Championships	27	Dover-Sherborn	17
2016	Division 2 State Championships	27	Bedford	17
2016	Division 2 State Championships	29	Medfield	16
2016	Division 2 State Championships	30	Seekonk	15
2016	Division 2 State Championships	30	South Hadley	15
2016	Division 2 State Championships	30	Sandwich	15
2016	Division 2 State Championships	33	Amherst-Pelham	14
2016	Division 2 State Championships	34	Catholic Memorial	12
2016	Division 2 State Championships	34	East Longmeadow	12
2016	Division 2 State Championships	36	Hopkinton	9
2016	Division 2 State Championships	37	Dighton-Rehoboth	5
2016	Division 2 State Championships	38	Nantucket	4
2016	Division 2 State Championships	39	Chicopee	2
2016	Division 2 State Championships	40	Ipswich	1
2016	Division 2 State Championships	40	Burlington	1
2016	Division 2 State Championships	40	Pembroke	1
2015	Division 1 State Championships	1	Westford Academy	309
2015	Division 1 State Championships	2	St John's Prep	267
2015	Division 1 State Championships	3	Acton-Boxborough	160
2015	Division 1 State Championships	4	Chelmsford	153
2015	Division 1 State Championships	5	Andover	144
2015	Division 1 State Championships	6	Framingham	136
2015	Division 1 State Championships	7	Central Catholic	133
2015	Division 1 State Championships	8	Brookline	118
2015	Division 1 State Championships	9	Malden	83
2015	Division 1 State Championships	10	Wellesley	80
2015	Division 1 State Championships	11	Algonquin Regional	72
2015	Division 1 State Championships	12	Cambridge Rindge & Latin	68
2015	Division 1 State Championships	13	Lexington	61
2015	Division 1 State Championships	14	St. John's Shrewsbury	59
2015	Division 1 State Championships	15	Masconomet Reg	44
2015	Division 1 State Championships	15	Lincoln Sudbury	44
2015	Division 1 State Championships	17	Haverhill	41
2015	Division 1 State Championships	18	Minnechaug Reg	40
2015	Division 1 State Championships	19	Taunton	33.5
2015	Division 1 State Championships	20	King Philip Regional High Scho	31
2015	Division 1 State Championships	21	BridgewaterRaynham	30
2015	Division 1 State Championships	21	Franklin	30
2015	Division 1 State Championships	23	Reading 	28
2015	Division 1 State Championships	24	Monument Mountain	23
2015	Division 1 State Championships	25	North Andover	20
2015	Division 1 State Championships	26	Newton South	15.5
2015	Division 1 State Championships	27	Barnstable Swim	15
2015	Division 1 State Championships	28	Xaverian Brothers	14
2015	Division 1 State Championships	29	Beverly	12
2015	Division 1 State Championships	29	Leominster	12
2015	Division 1 State Championships	31	Chicopee Comp	11
2015	Division 1 State Championships	32	Attleboro	9
2015	Division 1 State Championships	33	Westfield	7
2015	Division 1 State Championships	34	North Attleborough	6
2015	Division 1 State Championships	34	Oliver Ames	6
2015	Division 1 State Championships	36	West Springfield	4
2015	Division 1 State Championships	37	Tyngsboro Groton Dunstable	3
2015	Division 1 State Championships	38	Agawam	2
2015	Division 1 State Championships	39	Natick	1
2015	Division 2 State Championships	1	Weston	 245
2015	Division 2 State Championships	2	Wayland	  181
2015	Division 2 State Championships	3	Mystic Valley Charter School	 156
2015	Division 2 State Championships	4	Belchertown	  155
2015	Division 2 State Championships	5	Concord-Carlisle	 131
2015	Division 2 State Championships	6	Duxbury	  120
2015	Division 2 State Championships	7	Apponequet Reg	 117
2015	Division 2 State Championships	8	Bishop Feehan	  106
2015	Division 2 State Championships	9	Longmeadow	 102
2015	Division 2 State Championships	10	Northampton	  101
2015	Division 2 State Championships	11	Amherst-Pelham Reg	  90
2015	Division 2 State Championships	12	East Longmeadow	 60.5
2015	Division 2 State Championships	13	Westborough	  56
2015	Division 2 State Championships	14	Milford	   55
2015	Division 2 State Championships	14	Bromfield	  55
2015	Division 2 State Championships	16	Winchester	   52
2015	Division 2 State Championships	17	Bedford	  50
2015	Division 2 State Championships	18	Marblehead	   48
2015	Division 2 State Championships	19	South Hadley	  43
2015	Division 2 State Championships	20	Ashland	   37
2015	Division 2 State Championships	20	Canton	  37
2015	Division 2 State Championships	20	Gardner	   37
2015	Division 2 State Championships	23	Hanover	  29
2015	Division 2 State Championships	23	Bishop Fenwick	   29
2015	Division 2 State Championships	25	Monson	  26
2015	Division 2 State Championships	26	Hopkinton	   25
2015	Division 2 State Championships	26	Sandwich	  25
2015	Division 2 State Championships	28	Melrose	   22
2015	Division 2 State Championships	29	Manchester Essex	  21
2015	Division 2 State Championships	30	Scituate	 18.5
2015	Division 2 State Championships	31	Dover Sherborn	  17
2015	Division 2 State Championships	32	Sharon	   15
2015	Division 2 State Championships	33	Renaissance School	  13
2015	Division 2 State Championships	34	Catholic Memorial	   12
2015	Division 2 State Championships	34	Norton	  12
2015	Division 2 State Championships	36	Nauset Regional	   11
2015	Division 2 State Championships	37	Medfield	   9
2015	Division 2 State Championships	38	Shawsheen Technical Vocationa	    3
2014	Division 1 State Championships	1	St John's Prep	400.5
2014	Division 1 State Championships	2	Westford Academy	302.5
2014	Division 1 State Championships	3	Lincoln Sudbury	196
2014	Division 1 State Championships	4	Chelmsford	155
2014	Division 1 State Championships	5	Acton-Boxborough	145
2014	Division 1 State Championships	6	King Philip Reg	133
2014	Division 1 State Championships	7	Andover	90
2014	Division 1 State Championships	8	Central Catholic	74
2014	Division 1 State Championships	9	Westfield	66.5
2014	Division 1 State Championships	10	Brookline	59
2014	Division 1 State Championships	11	Newton South	57
2014	Division 1 State Championships	12	Lexington	55.5
2014	Division 1 State Championships	13	Minnechaug Reg	53
2014	Division 1 State Championships	14	BridgewaterRaynham	52
2014	Division 1 State Championships	15	Reading 	51
2014	Division 1 State Championships	16	Algonquin Regional	50
2014	Division 1 State Championships	17	Framingham	46
2014	Division 1 State Championships	18	Cambridge Rindge & Latin	45
2014	Division 1 State Championships	19	Malden	40
2014	Division 1 State Championships	20	Needham	38
2014	Division 1 State Championships	21	Wellesley	30
2014	Division 1 State Championships	22	Leominster	22
2014	Division 1 State Championships	23	Xaverian Brothers	20
2014	Division 1 State Championships	24	St. John's Shrewsbury	19
2014	Division 1 State Championships	25	Boston College	18
2014	Division 1 State Championships	26	Boston Latin School	17
